,class-0,class-1,class-2
PAX8,0.0,1.0,0.0
PBK,0.0,1.0,0.0
PBRM1,0.0,1.0,0.0
PBX2,0.0,1.0,0.0
PCBP4,0.0,1.0,0.0
PCDH17,0.0,1.0,0.0
PCDH8,0.0,1.0,0.0
PCDHA1,0.0,1.0,0.0
PCDHB10,0.0,1.0,0.0
PCDHB11,0.0,1.0,0.0
PCDHB12,0.0,1.0,0.0
PCDHB2,0.0,1.0,0.0
PCDHB7,0.0,1.0,0.0
PCDHB8,0.0,1.0,0.0
PCDHB9,0.0,1.0,0.0
PCDHGA1,0.0,1.0,0.0
PCDHGA10,0.0,1.0,0.0
PCDHGA2,0.0,1.0,0.0
PCDHGA3,0.0,1.0,0.0
PCDHGA4,0.0,1.0,0.0
PCDHGA9,0.0,1.0,0.0
PCDHGB3,0.0,1.0,0.0
PCDHGB5,0.0,1.0,0.0
PCDHGC3,0.0,1.0,0.0
PCDHGC4,0.0,1.0,0.0
PCDHGC5,0.0,1.0,0.0
PCGF2,0.0,1.0,0.0
PCGF3,0.0,1.0,0.0
PCGF6,0.0,1.0,0.0
PCK1,0.0,1.0,0.0
PCK2,0.0,1.0,0.0
PCMT1,0.0,1.0,0.0
PCSK1N,0.0,1.0,0.0
PCSK2,0.0,1.0,0.0
PCSK6,0.0,1.0,0.0
PCSK7,0.0,1.0,0.0
PDCL3,0.0,1.0,0.0
PDCL3P4,0.0,1.0,0.0
PDE1A,0.0,1.0,0.0
PDE6A,0.0,1.0,0.0
PDE6H,0.0,1.0,0.0
PDE8A,0.0,1.0,0.0
PDE9A,0.0,1.0,0.0
PDF,0.0,1.0,0.0
PDGFRA,0.0,1.0,0.0
PDGFRB,0.0,1.0,0.0
PDGFRL,0.0,1.0,0.0
PDHB,0.0,1.0,0.0
PDHX,0.0,1.0,0.0
PDIA4,0.0,1.0,0.0
PDIA5,0.0,1.0,0.0
PDK1,0.0,1.0,0.0
PDK3,0.0,1.0,0.0
PDK4,0.0,1.0,0.0
PDP2,0.0,1.0,0.0
PDS5B,0.0,1.0,0.0
PDSS1,0.0,1.0,0.0
PDXK,0.0,1.0,0.0
PEBP1,0.0,1.0,0.0
PECR,0.0,1.0,0.0
PER2,0.0,1.0,0.0
PEX1,0.0,1.0,0.0
PEX19,0.0,1.0,0.0
PEX3,0.0,1.0,0.0
PEX5,0.0,1.0,0.0
PFDN5,0.0,1.0,0.0
PFKFB1,0.0,1.0,0.0
PFKFB2,0.0,1.0,0.0
PFKFB3,0.0,1.0,0.0
PFKFB4,0.0,1.0,0.0
PFKL,0.0,1.0,0.0
PFKP,0.0,1.0,0.0
PFN1,0.0,1.0,0.0
PGA3,0.0,1.0,0.0
PGA4,0.0,1.0,0.0
PGA5,0.0,1.0,0.0
PGAM1,0.0,1.0,0.0
PGAM4,0.0,1.0,0.0
PGAP1,0.0,1.0,0.0
PGC,0.0,1.0,0.0
PGF,0.0,1.0,0.0
PGK2,0.0,1.0,0.0
PGM5,0.0,1.0,0.0
PGRMC2,0.0,1.0,0.0
PHACTR4,0.0,1.0,0.0
PHF10,0.0,1.0,0.0
PHF11,0.0,1.0,0.0
PHF14,0.0,1.0,0.0
PHF19,0.0,1.0,0.0
PHF2,0.0,1.0,0.0
PHF3,0.0,1.0,0.0
PHF6,0.0,1.0,0.0
PHKG1,0.0,1.0,0.0
PHKG2,0.0,1.0,0.0
PHOSPHO1,0.0,1.0,0.0
PHOX2B,0.0,1.0,0.0
PHPT1,0.0,1.0,0.0
PHTF1,0.0,1.0,0.0
PHYHD1,0.0,1.0,0.0
PI3,0.0,1.0,0.0
PI4K2B,0.0,1.0,0.0
PI4KB,0.0,1.0,0.0
PIAS2,0.0,1.0,0.0
PIAS3,0.0,1.0,0.0
PICK1,0.0,1.0,0.0
PIGA,0.0,1.0,0.0
PIGO,0.0,1.0,0.0
PIGR,0.0,1.0,0.0
PIGZ,0.0,1.0,0.0
PIK3C2G,0.0,1.0,0.0
PIK3CG,0.0,1.0,0.0
PILRB,0.0,1.0,0.0
PIM2,0.0,1.0,0.0
PIM3,0.0,1.0,0.0
PIP4K2A,0.0,1.0,0.0
PIP4K2B,0.0,1.0,0.0
PIP5K1B,0.0,1.0,0.0
PIP5K1C,0.0,1.0,0.0
PIPSL,0.0,1.0,0.0
PITPNC1,0.0,1.0,0.0
PITRM1,0.0,1.0,0.0
PITX1,0.0,1.0,0.0
PITX3,0.0,1.0,0.0
PIWIL2,0.0,1.0,0.0
PKD1L2,0.0,1.0,0.0
PKD1P1,0.0,1.0,0.0
PKD2L2,0.0,1.0,0.0
PKIG,0.0,1.0,0.0
PKMYT1,0.0,1.0,0.0
PKN3,0.0,1.0,0.0
PKNOX2,0.0,1.0,0.0
PLA2G10,0.0,1.0,0.0
PLA2G12A,0.0,1.0,0.0
PLA2G12B,0.0,1.0,0.0
PLA2G15,0.0,1.0,0.0
PLA2G2A,0.0,1.0,0.0
PLA2G2C,0.0,1.0,0.0
PLA2G2F,0.0,1.0,0.0
PLA2G4C,0.0,1.0,0.0
PLA2G4D,0.0,1.0,0.0
PLA2G7,0.0,1.0,0.0
PLAG1,0.0,1.0,0.0
PLAGL2,0.0,1.0,0.0
PLAU,0.0,1.0,0.0
PLCD1,0.0,1.0,0.0
PLCD3,0.0,1.0,0.0
PLCH1,0.0,1.0,0.0
PLCH2,0.0,1.0,0.0
PLCL2,0.0,1.0,0.0
PLD2,0.0,1.0,0.0
PLD3,0.0,1.0,0.0
PLD4,0.0,1.0,0.0
PLD5,0.0,1.0,0.0
PLD6,0.0,1.0,0.0
PLEKHA5,0.0,1.0,0.0
PLIN3,0.0,1.0,0.0
PLK3,0.0,1.0,0.0
PLXNA2,0.0,1.0,0.0
PLXND1,0.0,1.0,0.0
PM20D1,0.0,1.0,0.0
PMM1,0.0,1.0,0.0
PMP2,0.0,1.0,0.0
PMP22,0.0,1.0,0.0
PMS2,0.0,1.0,0.0
PMS2CL,0.0,1.0,0.0
PMVK,0.0,1.0,0.0
PNKP,0.0,1.0,0.0
PNLIP,0.0,1.0,0.0
PNLIPRP2,0.0,1.0,0.0
PNMA2,0.0,1.0,0.0
PNPLA5,0.0,1.0,0.0
PNPLA8,0.0,1.0,0.0
POGK,0.0,1.0,0.0
POLA2,0.0,1.0,0.0
POLB,0.0,1.0,0.0
POLD4,0.0,1.0,0.0
POLE3,0.0,1.0,0.0
POLH,0.0,1.0,0.0
POLI,0.0,1.0,0.0
POLL,0.0,1.0,0.0
POLN,0.0,1.0,0.0
POLR1C,0.0,1.0,0.0
POLR1D,0.0,1.0,0.0
POLR2J2,0.0,1.0,0.0
POLR2J3,0.0,1.0,0.0
POLR3B,0.0,1.0,0.0
POLR3C,0.0,1.0,0.0
POLR3E,0.0,1.0,0.0
POLR3K,0.0,1.0,0.0
POMC,0.0,1.0,0.0
POP1,0.0,1.0,0.0
POP7,0.0,1.0,0.0
POR,0.0,1.0,0.0
POT1,0.0,1.0,0.0
POU1F1,0.0,1.0,0.0
POU2AF1,0.0,1.0,0.0
POU2F1,0.0,1.0,0.0
POU3F2,0.0,1.0,0.0
POU3F3,0.0,1.0,0.0
POU3F4,0.0,1.0,0.0
POU4F2,0.0,1.0,0.0
POU4F3,0.0,1.0,0.0
POU5F1,0.0,1.0,0.0
POU5F1B,0.0,1.0,0.0
PPA1,0.0,1.0,0.0
PPA2,0.0,1.0,0.0
PPAN-P2RY11,0.0,1.0,0.0
PLPP3,0.0,1.0,0.0
PLPP5,0.0,1.0,0.0
PPARD,0.0,1.0,0.0
PPARG,0.0,1.0,0.0
PPEF1,0.0,1.0,0.0
PPEF2,0.0,1.0,0.0
PPFIA1,0.0,1.0,0.0
PPFIA2,0.0,1.0,0.0
PPFIA3,0.0,1.0,0.0
PPFIBP1,0.0,1.0,0.0
PPFIBP2,0.0,1.0,0.0
PPIA,0.0,1.0,0.0
PPIAL4A,0.0,1.0,0.0
PPIAL4C,0.0,1.0,0.0
PPIAL4D,0.0,1.0,0.0
PPIAL4E,0.0,1.0,0.0
PPIAL4F,0.0,1.0,0.0
PPIAL4G,0.0,1.0,0.0
PPIF,0.0,1.0,0.0
PPIG,0.0,1.0,0.0
PPIL3,0.0,1.0,0.0
PPM1B,0.0,1.0,0.0
PPM1G,0.0,1.0,0.0
PPM1H,0.0,1.0,0.0
PPM1L,0.0,1.0,0.0
PPM1M,0.0,1.0,0.0
PPM1N,0.0,1.0,0.0
PPME1,0.0,1.0,0.0
PPP1CB,0.0,1.0,0.0
PPP1R12A,0.0,1.0,0.0
PPP1R12C,0.0,1.0,0.0
PPP1R13L,0.0,1.0,0.0
PPP1R14A,0.0,1.0,0.0
PPP1R14C,0.0,1.0,0.0
PPP1R16A,0.0,1.0,0.0
PPP1R16B,0.0,1.0,0.0
PPP1R1A,0.0,1.0,0.0
PPP1R1B,0.0,1.0,0.0
PPP1R1C,0.0,1.0,0.0
PPP1R2,0.0,1.0,0.0
PPP1R2P3,0.0,1.0,0.0
PPP1R2P9,0.0,1.0,0.0
PPP1R3A,0.0,1.0,0.0
PPP1R3B,0.0,1.0,0.0
PPP1R3C,0.0,1.0,0.0
PPP1R3D,0.0,1.0,0.0
PPP1R3E,0.0,1.0,0.0
PPP1R3F,0.0,1.0,0.0
PPP1R7,0.0,1.0,0.0
PPP1R9A,0.0,1.0,0.0
PPP1R9B,0.0,1.0,0.0
PPP2CB,0.0,1.0,0.0
PPP2R1A,0.0,1.0,0.0
PPP2R1B,0.0,1.0,0.0
PPP2R3B,0.0,1.0,0.0
PPP2R5B,0.0,1.0,0.0
PPP2R5C,0.0,1.0,0.0
PPP2R5D,0.0,1.0,0.0
PPP3CA,0.0,1.0,0.0
PPP3CB,0.0,1.0,0.0
PPP3CC,0.0,1.0,0.0
PPP4R2,0.0,1.0,0.0
PPP5D1,0.0,1.0,0.0
PPRC1,0.0,1.0,0.0
PPT2,0.0,1.0,0.0
PPTC7,0.0,1.0,0.0
PRB1,0.0,1.0,0.0
PRB2,0.0,1.0,0.0
PRDM11,0.0,1.0,0.0
PRDM12,0.0,1.0,0.0
PRDM13,0.0,1.0,0.0
PRDM14,0.0,1.0,0.0
PRDM16,0.0,1.0,0.0
PRDM4,0.0,1.0,0.0
PRDM7,0.0,1.0,0.0
PRDM9,0.0,1.0,0.0
PRDX1,0.0,1.0,0.0
PREP,0.0,1.0,0.0
PREPL,0.0,1.0,0.0
PREX1,0.0,1.0,0.0
PRF1,0.0,1.0,0.0
PRG2,0.0,1.0,0.0
PRG3,0.0,1.0,0.0
PRICKLE1,0.0,1.0,0.0
PRKAA1,0.0,1.0,0.0
PRKAB1,0.0,1.0,0.0
PRKACA,0.0,1.0,0.0
PRKCA,0.0,1.0,0.0
PRKCD,0.0,1.0,0.0
PRKCI,0.0,1.0,0.0
PRKCQ,0.0,1.0,0.0
PRKCSH,0.0,1.0,0.0
PRKD1,0.0,1.0,0.0
PRKD3,0.0,1.0,0.0
PRKX,0.0,1.0,0.0
PRKY,0.0,1.0,0.0
PRL,0.0,1.0,0.0
PRLHR,0.0,1.0,0.0
PRMT2,0.0,1.0,0.0
PRMT6,0.0,1.0,0.0
PRMT8,0.0,1.0,0.0
PRODH,0.0,1.0,0.0
PRODH2,0.0,1.0,0.0
PROK2,0.0,1.0,0.0
PROKR1,0.0,1.0,0.0
PROS1,0.0,1.0,0.0
PRPF19,0.0,1.0,0.0
PRPH2,0.0,1.0,0.0
PRPS1,0.0,1.0,0.0
PRPS1L1,0.0,1.0,0.0
PRPS2,0.0,1.0,0.0
PRSS1,0.0,1.0,0.0
PRSS12,0.0,1.0,0.0
PRSS2,0.0,1.0,0.0
PRSS3,0.0,1.0,0.0
PRSS33,0.0,1.0,0.0
PRSS35,0.0,1.0,0.0
PRSS36,0.0,1.0,0.0
PRSS55,0.0,1.0,0.0
PRSS58,0.0,1.0,0.0
PRTFDC1,0.0,1.0,0.0
PRTN3,0.0,1.0,0.0
PSAT1,0.0,1.0,0.0
PSMA6,0.0,1.0,0.0
PSMA8,0.0,1.0,0.0
PSMB10,0.0,1.0,0.0
PSMB8,0.0,1.0,0.0
PSMB9,0.0,1.0,0.0
PSMD4,0.0,1.0,0.0
PSMF1,0.0,1.0,0.0
PSTPIP1,0.0,1.0,0.0
PTDSS1,0.0,1.0,0.0
PTGDS,0.0,1.0,0.0
PTGER1,0.0,1.0,0.0
PTGER2,0.0,1.0,0.0
PTGER3,0.0,1.0,0.0
PTGES,0.0,1.0,0.0
PTGES2,0.0,1.0,0.0
PTGIR,0.0,1.0,0.0
PTGS1,0.0,1.0,0.0
PTH1R,0.0,1.0,0.0
PTH2R,0.0,1.0,0.0
PTHLH,0.0,1.0,0.0
PTK2,0.0,1.0,0.0
PTK2B,0.0,1.0,0.0
PTN,0.0,1.0,0.0
PTP4A1,0.0,1.0,0.0
PTP4A2,0.0,1.0,0.0
PTP4A3,0.0,1.0,0.0
PTPN1,0.0,1.0,0.0
PTPN11,0.0,1.0,0.0
PTPN12,0.0,1.0,0.0
PTPN13,0.0,1.0,0.0
PTPN18,0.0,1.0,0.0
PTPN20,0.0,1.0,0.0
PTPN3,0.0,1.0,0.0
PTPN4,0.0,1.0,0.0
PTPN7,0.0,1.0,0.0
PTPN9,0.0,1.0,0.0
PTPRA,0.0,1.0,0.0
PTPRB,0.0,1.0,0.0
PTPRC,0.0,1.0,0.0
PTPRD,0.0,1.0,0.0
PTPRH,0.0,1.0,0.0
PTPRO,0.0,1.0,0.0
PTPRR,0.0,1.0,0.0
PTPRS,0.0,1.0,0.0
PTPRU,0.0,1.0,0.0
PTRH2,0.0,1.0,0.0
PTTG1,0.0,1.0,0.0
PUM2,0.0,1.0,0.0
PVR,0.0,1.0,0.0
NECTIN1,0.0,1.0,0.0
NECTIN2,0.0,1.0,0.0
PZP,0.0,1.0,0.0
QKI,0.0,1.0,0.0
R3HDM1,0.0,1.0,0.0
RAB11A,0.0,1.0,0.0
RAB11FIP5,0.0,1.0,0.0
RAB1B,0.0,1.0,0.0
RAB21,0.0,1.0,0.0
RAB22A,0.0,1.0,0.0
RAB24,0.0,1.0,0.0
RAB27B,0.0,1.0,0.0
RAB28,0.0,1.0,0.0
RAB31,0.0,1.0,0.0
RAB32,0.0,1.0,0.0
RAB36,0.0,1.0,0.0
RAB37,0.0,1.0,0.0
RAB40A,0.0,1.0,0.0
RAB40AL,0.0,1.0,0.0
RAB40B,0.0,1.0,0.0
RAB42,0.0,1.0,0.0
RAB43,0.0,1.0,0.0
RAB5A,0.0,1.0,0.0
RAB6C,0.0,1.0,0.0
RAB7A,0.0,1.0,0.0
RAB8B,0.0,1.0,0.0
RAB9A,0.0,1.0,0.0
RABEP2,0.0,1.0,0.0
RABGGTA,0.0,1.0,0.0
RABGGTB,0.0,1.0,0.0
RABIF,0.0,1.0,0.0
RABL6,0.0,1.0,0.0
RAC1,0.0,1.0,0.0
RAC3,0.0,1.0,0.0
RACGAP1,0.0,1.0,0.0
RAD23A,0.0,1.0,0.0
RAD52,0.0,1.0,0.0
RAD54B,0.0,1.0,0.0
RAD9A,0.0,1.0,0.0
RAG2,0.0,1.0,0.0
RAI1,0.0,1.0,0.0
RALGDS,0.0,1.0,0.0
RALY,0.0,1.0,0.0
RAMP1,0.0,1.0,0.0
RANBP3,0.0,1.0,0.0
RAP1B,0.0,1.0,0.0
RAP1GAP,0.0,1.0,0.0
RAP2A,0.0,1.0,0.0
RAPGEF1,0.0,1.0,0.0
RAPGEF5,0.0,1.0,0.0
RAPGEFL1,0.0,1.0,0.0
RARA,0.0,1.0,0.0
RARG,0.0,1.0,0.0
RARRES1,0.0,1.0,0.0
RARRES2,0.0,1.0,0.0
RARRES3,0.0,1.0,0.0
RASA1,0.0,1.0,0.0
RASAL1,0.0,1.0,0.0
RASGRF1,0.0,1.0,0.0
RASIP1,0.0,1.0,0.0
RASL10A,0.0,1.0,0.0
RASSF3,0.0,1.0,0.0
RAX,0.0,1.0,0.0
RAX2,0.0,1.0,0.0
RB1,0.0,1.0,0.0
RB1CC1,0.0,1.0,0.0
RBBP7,0.0,1.0,0.0
RBCK1,0.0,1.0,0.0
RBFOX1,0.0,1.0,0.0
RBFOX2,0.0,1.0,0.0
RBL2,0.0,1.0,0.0
RBM12,0.0,1.0,0.0
RBM24,0.0,1.0,0.0
RBM5,0.0,1.0,0.0
RBP3,0.0,1.0,0.0
RBP5,0.0,1.0,0.0
RCE1,0.0,1.0,0.0
RCN1,0.0,1.0,0.0
RCN3,0.0,1.0,0.0
RCSD1,0.0,1.0,0.0
RDH10,0.0,1.0,0.0
RDH11,0.0,1.0,0.0
RDH13,0.0,1.0,0.0
RDX,0.0,1.0,0.0
REEP2,0.0,1.0,0.0
REEP6,0.0,1.0,0.0
RELB,0.0,1.0,0.0
REPS1,0.0,1.0,0.0
REST,0.0,1.0,0.0
REV3L,0.0,1.0,0.0
REXO1,0.0,1.0,0.0
RFPL3,0.0,1.0,0.0
RFX1,0.0,1.0,0.0
RFX2,0.0,1.0,0.0
RFX3,0.0,1.0,0.0
RFX4,0.0,1.0,0.0
RFXANK,0.0,1.0,0.0
RGL2,0.0,1.0,0.0
RGPD1,0.0,1.0,0.0
RGPD3,0.0,1.0,0.0
RGPD4,0.0,1.0,0.0
RGPD5,0.0,1.0,0.0
RGPD6,0.0,1.0,0.0
RGPD8,0.0,1.0,0.0
RGR,0.0,1.0,0.0
RGS14,0.0,1.0,0.0
RGS2,0.0,1.0,0.0
RGS20,0.0,1.0,0.0
RGS21,0.0,1.0,0.0
RGS7,0.0,1.0,0.0
RGS8,0.0,1.0,0.0
RHBDD3,0.0,1.0,0.0
RHBDF1,0.0,1.0,0.0
RHBDL2,0.0,1.0,0.0
RHBDL3,0.0,1.0,0.0
RHEBL1,0.0,1.0,0.0
RHEBP2,0.0,1.0,0.0
RHOB,0.0,1.0,0.0
RHOBTB1,0.0,1.0,0.0
RHOC,0.0,1.0,0.0
RHOQ,0.0,1.0,0.0
RHOT1,0.0,1.0,0.0
RHOT2,0.0,1.0,0.0
RHOV,0.0,1.0,0.0
RIMS1,0.0,1.0,0.0
RIN2,0.0,1.0,0.0
RIOK3,0.0,1.0,0.0
RIT1,0.0,1.0,0.0
RNASE10,0.0,1.0,0.0
RNASE2,0.0,1.0,0.0
RNASEH1,0.0,1.0,0.0
RNASEH2A,0.0,1.0,0.0
RNASET2,0.0,1.0,0.0
RND3,0.0,1.0,0.0
RNF113A,0.0,1.0,0.0
RNF113B,0.0,1.0,0.0
RNF115,0.0,1.0,0.0
RNF121,0.0,1.0,0.0
RNF130,0.0,1.0,0.0
RNF146,0.0,1.0,0.0
RNF149,0.0,1.0,0.0
RNF152,0.0,1.0,0.0
RNF167,0.0,1.0,0.0
RNF168,0.0,1.0,0.0
RNF170,0.0,1.0,0.0
RNF181,0.0,1.0,0.0
RNF182,0.0,1.0,0.0
RNF19A,0.0,1.0,0.0
RNF2,0.0,1.0,0.0
RNF208,0.0,1.0,0.0
RNF25,0.0,1.0,0.0
RNF41,0.0,1.0,0.0
RNF6,0.0,1.0,0.0
RNH1,0.0,1.0,0.0
RNMT,0.0,1.0,0.0
ROBO3,0.0,1.0,0.0
ROR1,0.0,1.0,0.0
RPE,0.0,1.0,0.0
RPGR,0.0,1.0,0.0
RPGRIP1,0.0,1.0,0.0
RPL23A,0.0,1.0,0.0
RPL32,0.0,1.0,0.0
RPP25,0.0,1.0,0.0
RPP30,0.0,1.0,0.0
RPRD1A,0.0,1.0,0.0
RPS10-NUDT3,0.0,1.0,0.0
RPS6KA3,0.0,1.0,0.0
RPS6KA4,0.0,1.0,0.0
RPS6KB1,0.0,1.0,0.0
RPSAP9,0.0,1.0,0.0
RPTOR,0.0,1.0,0.0
RPUSD1,0.0,1.0,0.0
RREB1,0.0,1.0,0.0
RRH,0.0,1.0,0.0
RSG1,0.0,1.0,0.0
RSPO3,0.0,1.0,0.0
RSU1,0.0,1.0,0.0
RTCB,0.0,1.0,0.0
RUNX1,0.0,1.0,0.0
RUNX1T1,0.0,1.0,0.0
RWDD1,0.0,1.0,0.0
RXFP1,0.0,1.0,0.0
RXFP2,0.0,1.0,0.0
RXFP3,0.0,1.0,0.0
RXRA,0.0,1.0,0.0
RXRB,0.0,1.0,0.0
RXRG,0.0,1.0,0.0
RYR1,0.0,1.0,0.0
RYR3,0.0,1.0,0.0
S100A11,0.0,1.0,0.0
S100A12,0.0,1.0,0.0
S100A14,0.0,1.0,0.0
S100A8,0.0,1.0,0.0
S100G,0.0,1.0,0.0
S1PR1,0.0,1.0,0.0
S1PR2,0.0,1.0,0.0
S1PR5,0.0,1.0,0.0
SAA2-SAA4,0.0,1.0,0.0
SAE1,0.0,1.0,0.0
SAG,0.0,1.0,0.0
SALL4,0.0,1.0,0.0
SAMD4A,0.0,1.0,0.0
SAMD4B,0.0,1.0,0.0
SARDH,0.0,1.0,0.0
SAT1,0.0,1.0,0.0
SAT2,0.0,1.0,0.0
SBF1,0.0,1.0,0.0
SCAND2P,0.0,1.0,0.0
SCARA3,0.0,1.0,0.0
SCG2,0.0,1.0,0.0
SCG3,0.0,1.0,0.0
SCGB1A1,0.0,1.0,0.0
SCGB3A2,0.0,1.0,0.0
SCGN,0.0,1.0,0.0
SCN1B,0.0,1.0,0.0
SCN5A,0.0,1.0,0.0
SCN8A,0.0,1.0,0.0
SCNN1A,0.0,1.0,0.0
SCNN1B,0.0,1.0,0.0
SCNN1G,0.0,1.0,0.0
SCRIB,0.0,1.0,0.0
SCYL1,0.0,1.0,0.0
SCYL2,0.0,1.0,0.0
SDCBP2,0.0,1.0,0.0
SDE2,0.0,1.0,0.0
SDF2L1,0.0,1.0,0.0
SDHD,0.0,1.0,0.0
SDK1,0.0,1.0,0.0
SDR16C6P,0.0,1.0,0.0
SDR9C7,0.0,1.0,0.0
SDS,0.0,1.0,0.0
SEC14L2,0.0,1.0,0.0
SEC1P,0.0,1.0,0.0
SEMA3A,0.0,1.0,0.0
SEMA3E,0.0,1.0,0.0
SEMA4A,0.0,1.0,0.0
SEMA4D,0.0,1.0,0.0
SEMA6B,0.0,1.0,0.0
SEMA6D,0.0,1.0,0.0
SENP2,0.0,1.0,0.0
SENP3,0.0,1.0,0.0
SELENON,0.0,1.0,0.0
SERHL,0.0,1.0,0.0
SERPINA2,0.0,1.0,0.0
SERPINA5,0.0,1.0,0.0
SERPINA6,0.0,1.0,0.0
SERPINA7,0.0,1.0,0.0
SERPINB11,0.0,1.0,0.0
SERPINB2,0.0,1.0,0.0
SERPINB3,0.0,1.0,0.0
SERPINB6,0.0,1.0,0.0
SERPINB7,0.0,1.0,0.0
SERPINB8,0.0,1.0,0.0
SERPINB9,0.0,1.0,0.0
SERPIND1,0.0,1.0,0.0
SERPING1,0.0,1.0,0.0
SERPINI2,0.0,1.0,0.0
SERTAD3,0.0,1.0,0.0
SF3B5,0.0,1.0,0.0
SFN,0.0,1.0,0.0
SFRP4,0.0,1.0,0.0
SFTPA1,0.0,1.0,0.0
SFTPA2,0.0,1.0,0.0
SFTPB,0.0,1.0,0.0
SFTPC,0.0,1.0,0.0
SFXN4,0.0,1.0,0.0
SGCA,0.0,1.0,0.0
SGCB,0.0,1.0,0.0
SGCE,0.0,1.0,0.0
SGK1,0.0,1.0,0.0
SGO2,0.0,1.0,0.0
SGPP2,0.0,1.0,0.0
SH2D1B,0.0,1.0,0.0
SH2D3A,0.0,1.0,0.0
SH3BP1,0.0,1.0,0.0
SH3BP5L,0.0,1.0,0.0
SHARPIN,0.0,1.0,0.0
SHBG,0.0,1.0,0.0
SHC1,0.0,1.0,0.0
SHMT2,0.0,1.0,0.0
SHOX,0.0,1.0,0.0
SHOX2,0.0,1.0,0.0
SI,0.0,1.0,0.0
SIAH1,0.0,1.0,0.0
SIAH3,0.0,1.0,0.0
SIGLEC14,0.0,1.0,0.0
SIGMAR1,0.0,1.0,0.0
SIK2,0.0,1.0,0.0
SIM1,0.0,1.0,0.0
SIN3B,0.0,1.0,0.0
SIRPA,0.0,1.0,0.0
SIRT1,0.0,1.0,0.0
SIRT4,0.0,1.0,0.0
SIRT7,0.0,1.0,0.0
SIX1,0.0,1.0,0.0
SIX6,0.0,1.0,0.0
SKI,0.0,1.0,0.0
SKP2,0.0,1.0,0.0
SLA,0.0,1.0,0.0
SLC12A5,0.0,1.0,0.0
SLC12A6,0.0,1.0,0.0
SLC12A9,0.0,1.0,0.0
SLC13A1,0.0,1.0,0.0
SLC13A2,0.0,1.0,0.0
SLC14A1,0.0,1.0,0.0
SLC15A2,0.0,1.0,0.0
SLC15A4,0.0,1.0,0.0
SLC16A1,0.0,1.0,0.0
SLC16A4,0.0,1.0,0.0
SLC16A9,0.0,1.0,0.0
SLC17A2,0.0,1.0,0.0
SLC17A3,0.0,1.0,0.0
SLC18A1,0.0,1.0,0.0
SLC1A4,0.0,1.0,0.0
SLC1A6,0.0,1.0,0.0
SLC22A18,0.0,1.0,0.0
SLC22A9,0.0,1.0,0.0
SLC23A1,0.0,1.0,0.0
SLC23A2,0.0,1.0,0.0
SLC25A1,0.0,1.0,0.0
SLC25A14,0.0,1.0,0.0
SLC25A18,0.0,1.0,0.0
SLC25A19,0.0,1.0,0.0
SLC25A21,0.0,1.0,0.0
SLC25A22,0.0,1.0,0.0
SLC25A25,0.0,1.0,0.0
SLC25A26,0.0,1.0,0.0
SLC25A29,0.0,1.0,0.0
SLC25A37,0.0,1.0,0.0
SLC25A47,0.0,1.0,0.0
SLC25A6,0.0,1.0,0.0
SLC26A1,0.0,1.0,0.0
SLC26A3,0.0,1.0,0.0
SLC26A6,0.0,1.0,0.0
SLC26A8,0.0,1.0,0.0
SLC26A9,0.0,1.0,0.0
SLC27A1,0.0,1.0,0.0
SLC27A4,0.0,1.0,0.0
SLC27A6,0.0,1.0,0.0
SLC28A3,0.0,1.0,0.0
SLC29A4,0.0,1.0,0.0
SLC2A10,0.0,1.0,0.0
SLC2A6,0.0,1.0,0.0
SLC2A8,0.0,1.0,0.0
SLC2A9,0.0,1.0,0.0
SLC30A6,0.0,1.0,0.0
SLC30A8,0.0,1.0,0.0
SLC30A9,0.0,1.0,0.0
SLC31A2,0.0,1.0,0.0
SLC32A1,0.0,1.0,0.0
SLC33A1,0.0,1.0,0.0
SLC35A4,0.0,1.0,0.0
SLC35A5,0.0,1.0,0.0
SLC35B4,0.0,1.0,0.0
SLC35C1,0.0,1.0,0.0
SLC35E1,0.0,1.0,0.0
SLC35F5,0.0,1.0,0.0
SLC36A2,0.0,1.0,0.0
SLC36A4,0.0,1.0,0.0
SLC37A3,0.0,1.0,0.0
SLC38A1,0.0,1.0,0.0
SLC39A10,0.0,1.0,0.0
SLC39A13,0.0,1.0,0.0
SLC39A4,0.0,1.0,0.0
SLC39A5,0.0,1.0,0.0
SLC39A8,0.0,1.0,0.0
SLC39A9,0.0,1.0,0.0
SLC3A2,0.0,1.0,0.0
SLC41A1,0.0,1.0,0.0
SLC43A1,0.0,1.0,0.0
SLC4A1,0.0,1.0,0.0
SLC52A1,0.0,1.0,0.0
SLC5A11,0.0,1.0,0.0
SLC5A12,0.0,1.0,0.0
SLC5A7,0.0,1.0,0.0
SLC6A18,0.0,1.0,0.0
SLC6A19,0.0,1.0,0.0
SLC6A3,0.0,1.0,0.0
SLC6A8,0.0,1.0,0.0
SLC6A9,0.0,1.0,0.0
SLC7A11,0.0,1.0,0.0
SLC7A5,0.0,1.0,0.0
SLC7A5P1,0.0,1.0,0.0
SLC7A9,0.0,1.0,0.0
SLC8A3,0.0,1.0,0.0
SLC9A3R1,0.0,1.0,0.0
SLC9A3R2,0.0,1.0,0.0
SLC9A5,0.0,1.0,0.0
SLC9A6,0.0,1.0,0.0
SLC9A9,0.0,1.0,0.0
SLCO1B3,0.0,1.0,0.0
